"y","t","g","ctry"
-54.7588050365448,1,0,"d"
-37.3685449361801,1,1,"d"
-54.7588050365448,1,0,"d"
-65.6804025173187,1,1,"d"
-45.5208271741867,1,0,"d"
-54.7588050365448,1,1,"d"
38.5821968317032,1,1,"d"
-65.6804025173187,1,1,"d"
-65.6804025173187,1,1,"d"
-54.7588050365448,1,1,"d"
-34.5992267131805,1,0,"d"
-37.3685449361801,1,1,"d"
-37.3685449361801,1,1,"d"
1.15673914551735,1,1,"d"
-65.6804025173187,1,0,"d"
131.772482395172,1,0,"d"
1.15673914551735,1,1,"d"
-37.3685449361801,1,1,"d"
-28.1305700540543,1,0,"d"
-16.2335187196732,1,1,"d"
3.92605736851692,1,1,"d"
38.5821968317032,1,0,"d"
-48.2901483774185,1,0,"d"
-37.3685449361801,1,1,"d"
1.15673914551735,1,1,"d"
-28.1305700540543,1,0,"d"
97.11634516716,1,1,"d"
-16.2335187196732,1,0,"d"
-16.2335187196732,1,1,"d"
-54.7588050365448,1,1,"d"
-48.2901483774185,1,1,"d"
-54.7588050365448,1,1,"d"
-54.7588050365448,1,1,"d"
-9.76486057043076,1,0,"d"
-37.3685449361801,1,1,"d"
120.850884914398,1,0,"d"
-48.2901483774185,1,0,"d"
-54.7588050365448,1,0,"d"
-6.9955438375473,1,0,"d"
-48.2901483774185,1,0,"d"
21.3163122534752,1,1,"d"
-54.7588050365448,1,0,"d"
1.15673914551735,1,1,"d"
-37.3685449361801,1,1,"d"
-65.6804025173187,1,1,"d"
-37.3685449361801,1,0,"d"
-54.7588050365448,1,1,"d"
-16.2335187196732,1,1,"d"
-54.7588050365448,1,0,"d"
1.15673914551735,1,0,"d"
-16.2335187196732,1,0,"d"
1.15673914551735,1,0,"d"
-54.7588050365448,1,0,"d"
1.15673914551735,1,1,"d"
-48.2901483774185,1,1,"d"
-37.3685449361801,1,1,"d"
-16.2335187196732,1,1,"d"
-54.7588050365448,1,0,"d"
-9.76486057043076,1,0,"d"
-65.6804025173187,1,0,"d"
1.15673914551735,1,0,"d"
-6.9955438375473,1,1,"d"
1.15673914551735,1,0,"d"
-37.3685449361801,1,1,"d"
-54.7588050365448,1,0,"d"
-54.7588050365448,1,0,"d"
76.1320292949677,1,1,"d"
-45.5208271741867,1,1,"d"
-48.2901483774185,1,1,"d"
-34.5992267131805,1,1,"d"
-37.3685449361801,1,0,"d"
-48.2901483774185,1,0,"d"
134.541797637939,1,0,"d"
-34.5992267131805,1,1,"d"
-54.7588050365448,1,1,"d"
-54.7588050365448,1,1,"d"
-37.3685449361801,1,1,"d"
3.92605736851692,1,1,"d"
-65.6804025173187,1,0,"d"
-27.1551191806793,1,1,"d"
-37.3685449361801,1,1,"d"
-65.6804025173187,1,1,"d"
1.15673914551735,1,1,"d"
-8.68588760495186,1,0,"d"
-65.6804025173187,1,0,"d"
-48.2901483774185,1,1,"d"
-37.3685449361801,1,1,"d"
0.0569130701478571,1,0,"d"
-65.6804025173187,1,1,"d"
-65.6804025173187,1,0,"d"
-30.8998912572861,1,1,"d"
-16.2335187196732,1,1,"d"
-54.7588050365448,1,1,"d"
-65.6804025173187,1,0,"d"
-16.2335187196732,1,1,"d"
-54.7588050365448,1,1,"d"
1.15673914551735,1,1,"d"
79.8313677310944,1,0,"d"
-54.7588050365448,1,0,"d"
3.92605736851692,1,1,"d"
55.9724509716034,1,1,"d"
1.15673914551735,1,1,"d"
-16.2335187196732,1,1,"d"
-48.2901483774185,1,0,"d"
-16.2335187196732,1,1,"d"
114.506602287292,1,0,"d"
58.7417721748352,1,1,"d"
-48.2901483774185,1,0,"d"
-54.7588050365448,1,1,"d"
-27.1551191806793,1,0,"d"
-54.7588050365448,1,1,"d"
-48.2901483774185,1,0,"d"
-27.1551191806793,1,1,"d"
-37.3685449361801,1,1,"d"
-48.2901483774185,1,1,"d"
1.15673914551735,1,1,"d"
-37.3685449361801,1,1,"d"
-28.1305700540543,1,0,"d"
-16.2335187196732,1,0,"d"
-37.3685449361801,1,0,"d"
-54.7588050365448,1,1,"d"
-27.1551191806793,1,1,"d"
23.9158272743225,1,1,"d"
-54.7588050365448,1,1,"d"
-54.7588050365448,1,1,"d"
-16.2335187196732,1,0,"d"
-37.3685449361801,1,1,"d"
45.3602433204651,1,1,"d"
56.0968220233917,1,1,"d"
-48.2901483774185,1,0,"d"
-16.2335187196732,1,1,"d"
-54.7588050365448,1,1,"d"
-37.3685449361801,1,0,"d"
-16.2335187196732,1,1,"d"
-16.2335187196732,1,0,"d"
14.8022204637527,1,0,"d"
-65.6804025173187,1,1,"d"
-54.7588050365448,1,1,"d"
151.932060718536,1,1,"d"
-65.6804025173187,1,1,"d"
1.15673914551735,1,0,"d"
-65.6804025173187,1,0,"d"
-16.2335187196732,1,0,"d"
-37.3685449361801,1,1,"d"
38.5821968317032,1,1,"d"
-19.9782893061638,1,1,"d"
1.15673914551735,1,1,"d"
-48.2901483774185,1,0,"d"
-37.3685449361801,1,0,"d"
-16.2335187196732,1,0,"d"
-45.5208271741867,1,1,"d"
79.7260940074921,1,0,"d"
-8.68588760495186,1,0,"d"
-65.6804025173187,1,0,"d"
1.15673914551735,1,0,"d"
-16.2335187196732,1,1,"d"
-54.7588050365448,1,0,"d"
-54.7588050365448,1,0,"d"
-54.7588050365448,1,1,"d"
-65.6804025173187,1,1,"d"
21.3163122534752,1,0,"d"
-65.6804025173187,1,0,"d"
1.15673914551735,1,0,"d"
-16.2335187196732,1,1,"d"
-16.2335187196732,1,0,"d"
-48.2901483774185,1,0,"d"
18.5469955205917,1,1,"d"
-65.6804025173187,1,0,"d"
-54.7588050365448,1,0,"d"
45.0508534908295,1,0,"d"
-27.1551191806793,1,0,"d"
1.15673914551735,1,1,"d"
-54.7588050365448,1,0,"d"
73.3627140522003,1,0,"d"
-27.1551191806793,1,0,"d"
3.92605736851692,1,0,"d"
-54.7588050365448,1,1,"d"
1.15673914551735,1,1,"d"
-54.7588050365448,1,1,"d"
1.15673914551735,1,0,"d"
-37.3685449361801,1,1,"d"
-27.1551191806793,1,0,"d"
-16.2335187196732,1,1,"d"
1.15673914551735,1,0,"d"
-47.2111761569977,1,0,"d"
-16.2335187196732,1,0,"d"
-16.2335187196732,1,0,"d"
62.4411106109619,1,1,"d"
59.5665156841278,1,0,"d"
-16.2335187196732,1,1,"d"
-37.3685449361801,1,1,"d"
14.8022204637527,1,0,"d"
1.15673914551735,1,1,"d"
59.5665156841278,1,0,"d"
-54.7588050365448,1,0,"d"
-37.3685449361801,1,1,"d"
-16.2335187196732,1,0,"d"
-37.3685449361801,1,0,"d"
186.712574958801,1,0,"d"
55.9724509716034,1,0,"d"
-65.6804025173187,1,0,"d"
-54.7588050365448,1,1,"d"
-9.76486057043076,1,0,"d"
18.5469955205917,1,0,"d"
76.1320292949677,1,0,"d"
-48.2901483774185,1,1,"d"
128.027701377869,1,1,"d"
76.9567668437958,1,1,"d"
-65.6804025173187,1,0,"d"
-48.2901483774185,1,1,"d"
-9.76486057043076,1,1,"d"
55.9724509716034,1,1,"d"
38.5821968317032,1,0,"d"
-65.6804025173187,1,1,"d"
-65.6804025173187,1,0,"d"
-48.2901483774185,1,1,"d"
-48.2901483774185,1,1,"d"
90.7529652118683,1,0,"d"
-45.5208271741867,1,0,"d"
-17.2089695930481,1,0,"d"
1.15673914551735,1,1,"d"
-54.7588050365448,1,1,"d"
-37.3685449361801,1,0,"d"
-65.6804025173187,1,0,"d"
-37.3685449361801,1,0,"d"
-16.2335187196732,1,0,"d"
-48.2901483774185,1,1,"d"
38.5821968317032,1,0,"d"
3.92605736851692,1,1,"d"
1.15673914551735,1,1,"d"
1.15673914551735,1,0,"d"
-34.5992267131805,1,0,"d"
-65.6804025173187,1,0,"d"
6.52557015419006,1,0,"d"
-54.7588050365448,1,1,"d"
21.3163122534752,1,0,"d"
-54.7588050365448,1,0,"d"
-9.76486057043076,1,0,"d"
-54.7588050365448,1,0,"d"
-37.3685449361801,1,0,"d"
-54.7588050365448,1,1,"d"
-54.7588050365448,1,0,"d"
38.5821968317032,1,1,"d"
-48.2901483774185,1,1,"d"
-65.6804025173187,1,0,"d"
-34.5992267131805,1,1,"d"
-65.6804025173187,1,1,"d"
-37.3685449361801,1,1,"d"
-16.2335187196732,1,1,"d"
-65.6804025173187,1,1,"d"
1.15673914551735,1,1,"d"
-54.7588050365448,1,1,"d"
-54.7588050365448,1,0,"d"
-65.6804025173187,1,1,"d"
-65.6804025173187,1,1,"d"
1.15673914551735,1,1,"d"
1.15673914551735,1,1,"d"
-17.2089695930481,1,0,"d"
-54.7588050365448,1,1,"d"
-16.2335187196732,1,1,"d"
-54.7588050365448,1,0,"d"
-16.2335187196732,1,1,"d"
-16.2335187196732,1,1,"d"
-9.76486057043076,1,0,"d"
-54.7588050365448,1,0,"d"
-48.2901483774185,1,1,"d"
55.9724509716034,1,0,"d"
1.15673914551735,1,1,"d"
151.932060718536,1,0,"d"
-65.6804025173187,1,1,"d"
-65.6804025173187,1,1,"d"
21.3163122534752,1,1,"d"
-16.2335187196732,1,1,"d"
-37.3685449361801,1,0,"d"
131.772482395172,1,0,"d"
-54.7588050365448,1,1,"d"
-54.7588050365448,1,0,"d"
-27.1551191806793,1,1,"d"
-48.2901483774185,1,0,"d"
-54.7588050365448,1,0,"d"
-37.3685449361801,1,0,"d"
-65.6804025173187,1,1,"d"
38.5821968317032,1,0,"d"
-54.7588050365448,1,1,"d"
-54.7588050365448,1,0,"d"
-54.7588050365448,1,1,"d"
-48.2901483774185,1,1,"d"
-54.7588050365448,1,0,"d"
-16.2335187196732,1,0,"d"
-17.2089695930481,1,1,"d"
-37.3685449361801,1,1,"d"
-34.5992267131805,1,0,"d"
-48.2901483774185,1,0,"d"
-37.3685449361801,1,0,"d"
45.0508534908295,1,0,"d"
-54.7588050365448,1,1,"d"
-54.7588050365448,1,1,"d"
38.5821968317032,1,0,"d"
-34.5992267131805,1,1,"d"
-37.3685449361801,1,0,"d"
151.932060718536,1,0,"d"
-54.7588050365448,1,0,"d"
76.1320292949677,1,1,"d"
-65.6804025173187,1,0,"d"
-65.6804025173187,1,0,"d"
35.9372466802597,1,0,"d"
-37.3685449361801,1,1,"d"
-54.7588050365448,1,0,"d"
-54.7588050365448,1,0,"d"
38.5821968317032,1,1,"d"
-54.7588050365448,1,0,"d"
-17.2089695930481,1,1,"d"
-54.7588050365448,1,1,"d"
-65.6804025173187,1,0,"d"
-16.2335187196732,1,0,"d"
-48.2901483774185,1,0,"d"
-54.7588050365448,1,1,"d"
-65.6804025173187,1,1,"d"
-48.2901483774185,1,1,"d"
-37.3685449361801,1,1,"d"
1.15673914551735,1,0,"d"
45.0508534908295,1,1,"d"
73.3627140522003,1,1,"d"
55.9724509716034,1,0,"d"
58.7417721748352,1,0,"d"
18.5469955205917,1,1,"d"
-65.6804025173187,1,1,"d"
-16.2335187196732,1,1,"d"
141.010451316833,1,0,"d"
-17.2089695930481,1,0,"d"
-54.7588050365448,1,0,"d"
-37.3685449361801,1,1,"d"
-16.2335187196732,1,1,"d"
-65.6804025173187,1,0,"d"
-54.7588050365448,1,1,"d"
-54.7588050365448,1,1,"d"
0.0569130701478571,1,1,"d"
0.0569130701478571,1,1,"d"
90.7529652118683,1,0,"d"
-2.58803330361843,1,0,"d"
-48.2901483774185,1,1,"d"
-16.2335187196732,1,0,"d"
-54.7588050365448,1,1,"d"
-54.7588050365448,1,1,"d"
3.92605736851692,1,1,"d"
-54.7588050365448,1,1,"d"
-37.3685449361801,1,0,"d"
-16.2335187196732,1,1,"d"
-65.6804025173187,1,0,"d"
-16.2335187196732,1,0,"d"
17.4471691250801,1,1,"d"
-48.2901483774185,1,1,"d"
186.712574958801,1,0,"d"
-54.7588050365448,1,0,"d"
-37.3685449361801,1,1,"d"
34.961798787117,1,0,"d"
1.15673914551735,1,0,"d"
-65.6804025173187,1,1,"d"
58.7417721748352,1,0,"d"
-48.2901483774185,1,1,"d"
-9.76486057043076,1,1,"d"
-34.5992267131805,1,0,"d"
68.8044846057892,1,0,"d"
120.850884914398,1,1,"d"
-48.2901483774185,1,0,"d"
-54.7588050365448,1,0,"d"
-16.2335187196732,1,0,"d"
-16.2335187196732,1,1,"d"
-54.7588050365448,1,1,"d"
-37.3685449361801,1,0,"d"
-54.7588050365448,1,1,"d"
1.15673914551735,1,0,"d"
-54.7588050365448,1,0,"d"
-54.7588050365448,1,1,"d"
-48.2901483774185,1,0,"d"
38.5821968317032,1,1,"d"
65.2104258537292,1,1,"d"
-54.7588050365448,1,1,"d"
-54.7588050365448,1,0,"d"
-65.6804025173187,1,0,"d"
-48.2901483774185,1,1,"d"
-65.6804025173187,1,1,"d"
1.15673914551735,1,0,"d"
-58.1327736377716,1,0,"d"
21.3163122534752,1,1,"d"
21.3163122534752,1,0,"d"
27.6605993509293,1,1,"d"
-54.7588050365448,1,1,"d"
45.0508534908295,1,0,"d"
-37.3685449361801,1,0,"d"
-48.2901483774185,1,1,"d"
-16.2335187196732,1,1,"d"
-65.6804025173187,1,0,"d"
-65.6804025173187,1,1,"d"
-30.8998912572861,1,1,"d"
-16.2335187196732,1,0,"d"
-2.58803330361843,1,0,"d"
-65.6804025173187,1,1,"d"
-16.2335187196732,1,0,"d"
-54.7588050365448,1,1,"d"
79.8313677310944,1,0,"d"
-16.2335187196732,1,0,"d"
-16.2335187196732,1,1,"d"
-65.6804025173187,1,0,"d"
-65.6804025173187,1,1,"d"
-37.3685449361801,1,1,"d"
-37.3685449361801,1,0,"d"
-48.2901483774185,1,0,"d"
3.92605736851692,1,0,"d"
-37.3685449361801,1,0,"d"
-45.5208271741867,1,1,"d"
-9.45547223091125,1,1,"d"
21.0412293672562,1,0,"d"
-48.2901483774185,1,0,"d"
1.15673914551735,1,0,"d"
-37.3685449361801,1,0,"d"
-16.2335187196732,1,1,"d"
-48.2901483774185,1,1,"d"
90.7529652118683,1,0,"d"
-9.76486057043076,1,0,"d"
-16.2335187196732,1,0,"d"
-54.7588050365448,1,0,"d"
-65.6804025173187,1,1,"d"
-65.6804025173187,1,0,"d"
18.5469955205917,1,0,"d"
-65.6804025173187,1,1,"d"
18.5469955205917,1,1,"d"
-54.7588050365448,1,1,"d"
-65.6804025173187,1,1,"d"
-37.3685449361801,1,0,"d"
-65.6804025173187,1,0,"d"
38.5821968317032,1,0,"d"
-54.7588050365448,1,1,"d"
76.1320292949677,1,1,"d"
-37.3685449361801,1,0,"d"
1.15673914551735,1,0,"d"
38.5821968317032,1,1,"d"
55.9724509716034,1,1,"d"
-54.7588050365448,1,0,"d"
-34.5992267131805,1,1,"d"
1.15673914551735,1,0,"d"
-8.68588760495186,1,1,"d"
-27.1551191806793,1,1,"d"
1.15673914551735,1,1,"d"
-37.3685449361801,1,1,"d"
-27.1551191806793,1,1,"d"
-9.76486057043076,1,0,"d"
73.3627140522003,1,1,"d"
18.5469955205917,1,1,"d"
-37.3685449361801,1,1,"d"
58.7417721748352,1,1,"d"
53.3275067806244,1,0,"d"
-54.7588050365448,1,0,"d"
38.7065708637238,1,0,"d"
-16.2335187196732,1,0,"d"
1.15673914551735,1,0,"d"
21.3163122534752,1,1,"d"
-48.2901483774185,1,0,"d"
-54.7588050365448,1,0,"d"
1.15673914551735,1,1,"d"
-54.7588050365448,1,1,"d"
1.15673914551735,1,1,"d"
34.8374247550964,1,0,"d"
-37.3685449361801,1,1,"d"
-34.5992267131805,1,0,"d"
-37.3685449361801,1,0,"d"
-17.2089695930481,1,0,"d"
-10.8646854758263,1,0,"d"
21.3163122534752,1,1,"d"
1.15673914551735,1,0,"d"
-17.2089695930481,1,0,"d"
-37.3685449361801,1,0,"d"
1.15673914551735,1,0,"d"
-37.3685449361801,1,1,"d"
-16.2335187196732,1,0,"d"
-37.3685449361801,1,0,"d"
73.3627140522003,1,1,"d"
-54.7588050365448,1,1,"d"
1.15673914551735,1,1,"d"
-65.6804025173187,1,0,"d"
-16.2335187196732,1,0,"d"
38.7065708637238,1,0,"d"
-54.7588050365448,1,0,"d"
-37.3685449361801,1,0,"d"
-54.7588050365448,1,1,"d"
-48.2901483774185,1,0,"d"
-37.3685449361801,1,0,"d"
21.3163122534752,1,0,"d"
-28.1305700540543,1,0,"d"
-54.7588050365448,1,0,"d"
-37.3685449361801,1,0,"d"
73.3627140522003,1,0,"d"
-54.7588050365448,1,0,"d"
-30.8998912572861,1,1,"d"
-54.7588050365448,1,1,"d"
-16.2335187196732,1,1,"i"
114.382231235504,1,0,"i"
-16.2335187196732,1,0,"i"
-65.6804025173187,1,1,"i"
-54.7588050365448,1,0,"i"
0.0569130701478571,1,1,"i"
-65.6804025173187,1,0,"i"
3.92605736851692,1,1,"i"
114.382231235504,1,0,"i"
-54.7588050365448,1,1,"i"
134.541797637939,1,0,"i"
-16.2335187196732,1,0,"i"
134.541797637939,1,1,"i"
79.7260940074921,1,0,"i"
21.0412293672562,1,0,"i"
-65.6804025173187,1,1,"i"
-65.6804025173187,1,0,"i"
-54.7588050365448,1,1,"i"
-16.2335187196732,1,1,"i"
58.7417721748352,1,1,"i"
114.382231235504,1,0,"i"
-54.7588050365448,1,1,"i"
-54.7588050365448,1,1,"i"
-54.7588050365448,1,1,"i"
-34.5992267131805,1,0,"i"
-48.2901483774185,1,1,"i"
-54.7588050365448,1,1,"i"
-65.6804025173187,1,1,"i"
114.382231235504,1,0,"i"
76.9567668437958,1,0,"i"
-54.7588050365448,1,0,"i"
-16.2335187196732,1,0,"i"
-54.7588050365448,1,1,"i"
86.1947476863861,1,0,"i"
-16.2335187196732,1,0,"i"
-34.5992267131805,1,0,"i"
-54.7588050365448,1,1,"i"
75.8569419384003,1,0,"i"
114.382231235504,1,1,"i"
-54.7588050365448,1,0,"i"
-65.6804025173187,1,0,"i"
-54.7588050365448,1,1,"i"
-16.2335187196732,1,0,"i"
-16.2335187196732,1,1,"i"
-65.6804025173187,1,1,"i"
-47.2111761569977,1,1,"i"
3.92605736851692,1,1,"i"
55.9724509716034,1,0,"i"
79.7260940074921,1,0,"i"
-2.58803330361843,1,1,"i"
79.7260940074921,1,0,"i"
-16.2335187196732,1,1,"i"
-16.2335187196732,1,1,"i"
21.0412293672562,1,0,"i"
-16.2335187196732,1,0,"i"
45.0508534908295,1,1,"i"
151.932060718536,1,0,"i"
-54.7588050365448,1,1,"i"
103.46063375473,1,0,"i"
55.9724509716034,1,0,"i"
-16.2335187196732,1,1,"i"
-16.2335187196732,1,0,"i"
59.5665156841278,1,0,"i"
10.11962890625,1,0,"i"
76.1320292949677,1,1,"i"
-27.1551191806793,1,1,"i"
151.932060718536,1,1,"i"
-16.2335187196732,1,0,"i"
-27.1551191806793,1,1,"i"
-54.7588050365448,1,1,"i"
-65.6804025173187,1,1,"i"
114.506602287292,1,0,"i"
38.5821968317032,1,0,"i"
18.5469955205917,1,1,"i"
114.382231235504,1,0,"i"
-54.7588050365448,1,1,"i"
-54.7588050365448,1,1,"i"
-16.2335187196732,1,1,"i"
-65.6804025173187,1,0,"i"
-54.7588050365448,1,1,"i"
-54.7588050365448,1,1,"i"
134.541797637939,1,0,"i"
0.0569130701478571,1,1,"i"
-65.6804025173187,1,1,"i"
114.382231235504,1,1,"i"
79.7260940074921,1,0,"i"
3.92605736851692,1,0,"i"
-16.2335187196732,1,1,"i"
114.382231235504,1,0,"i"
-54.7588050365448,1,0,"i"
-54.7588050365448,1,0,"i"
-54.7588050365448,1,0,"i"
-37.3685449361801,1,1,"i"
-27.0515978336334,1,0,"i"
-16.2335187196732,1,0,"i"
-65.6804025173187,1,1,"i"
-16.2335187196732,1,1,"i"
-45.5208271741867,1,0,"i"
-54.7588050365448,1,1,"i"
-17.2089695930481,1,1,"i"
-54.7588050365448,1,1,"i"
-54.7588050365448,1,1,"i"
76.9567668437958,1,0,"i"
-34.5992267131805,1,0,"i"
-16.2335187196732,1,0,"i"
76.9567668437958,1,0,"i"
-65.6804025173187,1,1,"i"
-54.7588050365448,1,1,"i"
-65.6804025173187,1,1,"i"
3.92605736851692,1,1,"i"
-54.7588050365448,1,1,"i"
21.0412293672562,1,0,"i"
-65.6804025173187,1,0,"i"
-27.1551191806793,0,1,"e"
-16.2335187196732,0,1,"e"
-16.2335187196732,0,0,"e"
-57.5465679168701,0,1,"e"
45.1752245426178,0,1,"e"
3.92605736851692,0,1,"e"
131.772482395172,0,0,"e"
134.541797637939,0,0,"e"
-54.7588050365448,0,0,"e"
-37.3685449361801,0,0,"e"
3.92605736851692,0,0,"e"
3.92605736851692,0,0,"e"
-54.7588050365448,0,1,"e"
186.712574958801,0,1,"e"
-16.2335187196732,0,0,"e"
-54.7588050365448,0,1,"e"
3.92605736851692,0,1,"e"
-54.7588050365448,0,0,"e"
56.0968220233917,0,1,"e"
-54.7588050365448,0,1,"e"
-54.7588050365448,0,0,"e"
3.92605736851692,0,0,"e"
-54.7588050365448,0,1,"e"
73.4870791435242,0,1,"e"
58.7417721748352,0,0,"e"
-16.2335187196732,0,1,"e"
3.92605736851692,0,0,"e"
-16.2335187196732,0,1,"e"
10.3947147727013,0,0,"e"
56.0968220233917,0,1,"e"
76.9567668437958,0,0,"e"
55.9724509716034,0,0,"e"
3.92605736851692,0,0,"e"
-54.7588050365448,0,1,"e"
134.541797637939,0,1,"e"
47.8201687335968,0,0,"e"
-16.2335187196732,0,1,"e"
-45.5208271741867,0,0,"e"
3.92605736851692,0,0,"e"
134.541797637939,0,1,"e"
-48.2901483774185,0,1,"e"
73.3627140522003,0,0,"e"
1.15673914551735,0,0,"e"
-34.5992267131805,0,1,"e"
1.15673914551735,0,0,"e"
25.015652179718,0,0,"e"
151.932060718536,0,1,"e"
151.932060718536,0,0,"e"
-17.2089695930481,0,1,"e"
-16.2335187196732,0,0,"e"
73.4870791435242,0,0,"e"
151.932060718536,0,0,"e"
-16.2335187196732,0,1,"e"
-65.6804025173187,0,1,"e"
108.143222332001,0,0,"e"
3.92605736851692,0,0,"e"
-27.1551191806793,0,0,"e"
-65.6804025173187,0,0,"e"
1.15673914551735,0,1,"e"
-37.3685449361801,0,0,"e"
-65.6804025173187,0,0,"e"
-45.5208271741867,0,0,"e"
-54.7588050365448,0,1,"e"
-54.7588050365448,0,0,"e"
-27.1551191806793,0,0,"e"
-54.7588050365448,0,0,"e"
56.0968220233917,0,1,"e"
-45.5208271741867,0,0,"e"
-34.5992267131805,0,1,"e"
-54.7588050365448,0,0,"e"
21.3163122534752,0,0,"e"
58.7417721748352,0,0,"e"
204.102826118469,0,0,"e"
-16.2335187196732,0,0,"e"
204.102826118469,0,0,"e"
-45.5208271741867,0,1,"e"
62.5654757022858,0,0,"e"
-54.7588050365448,0,1,"e"
-45.5208271741867,0,1,"e"
-65.6804025173187,0,1,"e"
-27.1551191806793,0,1,"e"
47.8201687335968,0,0,"e"
-34.5992267131805,0,1,"e"
-45.5208271741867,0,1,"e"
3.92605736851692,0,0,"e"
-54.7588050365448,0,0,"e"
-65.6804025173187,0,1,"e"
58.7417721748352,0,0,"e"
38.7065708637238,0,0,"e"
-27.1551191806793,0,1,"e"
-65.6804025173187,0,0,"e"
3.92605736851692,0,1,"e"
114.382231235504,0,0,"e"
-37.3685449361801,0,0,"e"
45.0508534908295,0,0,"e"
45.1752245426178,0,0,"e"
-54.7588050365448,0,1,"e"
-16.2335187196732,0,0,"e"
