"state","district","year","party","office","score","democrat","lagdemocrat","demvoteshare"
1,3,1950,100,1,70.0699996948242,1,1,0.520638346672058
1,3,1954,200,1,44.6599998474121,0,0,0.473362326622009
1,3,1954,200,1,32.7299995422363,0,0,0.473362326622009
1,3,1956,200,1,36.5800018310547,0,0,0.400003790855408
1,3,1956,200,1,36.4000015258789,0,0,0.400003790855408
1,3,1958,100,1,68.0400009155273,1,0,0.562225580215454
1,3,1958,100,1,73.0400009155273,1,0,0.562225580215454
1,3,1960,100,1,67.3300018310547,1,1,0.54910546541214
1,3,1964,100,1,60.4599990844727,1,1,0.638966143131256
1,3,1964,100,1,67.6100006103516,1,1,0.638966143131256
1,3,1966,100,1,71.8199996948242,1,1,0.561345458030701
1,3,1966,100,1,56.7299995422363,1,1,0.561345458030701
1,3,1968,100,1,44.6699981689453,1,1,0.559836804866791
1,3,1968,100,1,57.1300010681152,1,1,0.559836804866791
1,3,1970,100,0,38.560001373291,1,1,0.563107907772064
1,3,1970,100,0,40.7700004577637,1,1,0.563107907772064
1,3,1974,100,1,47.5900001525879,1,1,0.674458503723145
1,3,1974,100,1,87.0899963378906,1,1,0.674458503723145
1,3,1976,100,1,69.6500015258789,1,1,0.55704253911972
1,3,1976,100,1,63.9599990844727,1,1,0.55704253911972
1,3,1978,100,1,64.0899963378906,1,1,0.592257797718048
1,3,1978,100,1,45,1,1,0.592257797718048
1,3,1980,200,1,64.6399993896484,0,1,0.470304667949677
1,3,1980,200,1,75.3399963378906,0,1,0.470304667949677
1,3,1984,100,1,78.6100006103516,1,1,0.527105808258057
1,3,1984,100,1,91.870002746582,1,1,0.527105808258057
1,3,1986,100,1,85.6600036621094,1,1,0.696456670761108
1,3,1986,100,1,93.879997253418,1,1,0.696456670761108
1,3,1988,100,1,94.7600021362305,1,1,0.664928317070007
1,3,1988,100,1,92.3000030517578,1,1,0.664928317070007
1,3,1990,100,1,97.1100006103516,1,1,0.521043300628662
1,3,1990,100,1,85.3300018310547,1,1,0.521043300628662
1,4,1948,200,1,43.1599998474121,0,0,0.440314710140228
1,4,1948,200,1,20.8700008392334,0,0,0.440314710140228
1,4,1950,200,1,30.1700000762939,0,0,0.442037463188171
1,4,1950,200,1,48.2599983215332,0,0,0.442037463188171
1,4,1954,200,1,58.9700012207031,0,0,0.423965692520142
1,4,1954,200,1,32.7299995422363,0,0,0.423965692520142
1,4,1956,200,1,65.7200012207031,0,0,0.312873899936676
1,4,1956,200,1,61.25,0,0,0.312873899936676
1,4,1958,100,1,68.0400009155273,1,0,0.509055495262146
1,4,1958,100,1,73.0400009155273,1,0,0.509055495262146
1,4,1960,200,1,24.0499992370605,0,1,0.483193337917328
1,4,1964,100,1,81.4800033569336,1,0,0.518106341362
1,4,1964,100,1,77.7399978637695,1,0,0.518106341362
1,4,1966,100,1,86.5999984741211,1,1,0.509577035903931
1,4,1966,100,1,78.3199996948242,1,1,0.509577035903931
1,4,1968,200,1,44.6699981689453,0,1,0.479342877864838
1,4,1968,200,1,40.8600006103516,0,1,0.479342877864838
1,4,1970,200,1,69.6399993896484,0,0,0.429596096277237
1,4,1970,200,1,51.6699981689453,0,0,0.429596096277237
1,4,1974,200,1,57.9599990844727,0,0,0.459324926137924
1,4,1974,200,1,71.3199996948242,0,0,0.459324926137924
1,4,1976,200,1,42.5900001525879,0,0,0.377873867750168
1,4,1976,200,1,70.4499969482422,0,0,0.377873867750168
1,4,1978,200,1,88,0,0,0.41636323928833
1,4,1978,200,1,54.5299987792969,0,0,0.41636323928833
1,4,1980,200,1,75.0500030517578,0,0,0.37422901391983
1,4,1980,200,1,88.5100021362305,0,0,0.37422901391983
1,4,1984,200,1,55.1699981689453,0,0,0.296060502529144
1,4,1984,200,1,83.5500030517578,0,0,0.296060502529144
1,4,1990,200,2,61.7000007629395,0,0,0.234377041459084
1,4,1990,200,2,59.5499992370605,0,0,0.234377041459084
1,5,1948,200,1,20.0400009155273,0,0,0.481404423713684
1,5,1948,200,1,15.2399997711182,0,0,0.481404423713684
1,5,1950,200,1,35.8899993896484,0,0,0.462650924921036
1,5,1950,200,1,17.1599998474121,0,0,0.462650924921036
1,5,1954,200,1,58.9700012207031,0,0,0.472496211528778
1,5,1954,200,1,32.7299995422363,0,0,0.472496211528778
1,5,1956,200,1,50.7099990844727,0,0,0.380744934082031
1,5,1956,200,1,61.25,0,0,0.380744934082031
1,5,1958,100,1,73.0400009155273,1,0,0.537978768348694
1,5,1958,100,1,58.7999992370605,1,0,0.537978768348694
1,5,1960,100,1,60.1100006103516,1,1,0.550993919372559
1,5,1964,100,1,71.6900024414062,1,1,0.673022329807281
1,5,1964,100,1,60.4599990844727,1,1,0.673022329807281
1,5,1966,100,1,78.3199996948242,1,1,0.590628147125244
1,5,1966,100,1,56.7299995422363,1,1,0.590628147125244
1,5,1968,100,1,44.6699981689453,1,1,0.563150763511658
1,5,1968,100,1,69.3300018310547,1,1,0.563150763511658
1,5,1970,100,1,72.4899978637695,1,1,0.552842438220978
1,5,1970,100,1,57.0099983215332,1,1,0.552842438220978
1,5,1974,200,1,47.5900001525879,0,0,0.487618982791901
1,5,1974,200,1,58.3300018310547,0,0,0.487618982791901
1,5,1976,200,1,18.5400009155273,0,0,0.329929113388062
1,5,1976,200,1,37.1800003051758,0,0,0.329929113388062
1,5,1978,100,1,100,1,0,0.523190915584564
1,5,1978,100,1,94.9100036621094,1,0,0.523190915584564
1,5,1980,100,1,90.5299987792969,1,1,0.503653466701508
1,5,1980,100,1,95.870002746582,1,1,0.503653466701508
1,5,1984,200,1,7.98000001907349,0,1,0.455700159072876
1,5,1984,200,1,34.1300010681152,0,1,0.455700159072876
1,5,1986,200,1,37.810001373291,0,0,0.391094505786896
1,5,1986,200,1,23.6399993896484,0,0,0.391094505786896
1,6,1966,200,1,27.7399997711182,0,1,0.493688642978668
1,6,1966,200,1,16.1200008392334,0,1,0.493688642978668
1,6,1968,200,1,18.7700004577637,0,0,0.377122819423676
1,6,1968,200,1,28.6599998474121,0,0,0.377122819423676
1,6,1970,100,0,62.8400001525879,1,0,0.510699152946472
1,6,1970,100,0,80.4100036621094,1,0,0.510699152946472
1,6,1974,100,1,97.3000030517578,1,1,0.637092888355255
1,6,1974,100,1,104.629997253418,1,1,0.637092888355255
1,6,1976,100,1,107.529998779297,1,1,0.568590402603149
1,6,1976,100,1,122.360000610352,1,1,0.568590402603149
1,6,1978,100,1,100,1,1,0.64197826385498
1,6,1978,100,1,100.230003356934,1,1,0.64197826385498
1,6,1980,100,1,90.6600036621094,1,1,0.592014610767365
1,6,1980,100,1,70.2699966430664,1,1,0.592014610767365
1,6,1984,200,1,39.439998626709,0,0,0.360168963670731
1,6,1984,200,1,39.0800018310547,0,0,0.360168963670731
1,6,1986,200,1,42.9099998474121,0,0,0.358245342969894
1,6,1986,200,1,43.0200004577637,0,0,0.358245342969894
1,6,1988,200,1,28.0499992370605,0,0,0.33419269323349
1,6,1988,200,1,41.439998626709,0,0,0.33419269323349
1,6,1990,200,1,36.4099998474121,0,0,0.256296992301941
1,6,1990,200,1,33.7599983215332,0,0,0.256296992301941
1,99,1948,200,1,14.8999996185303,0,0,0.497703045606613
1,99,1948,200,1,8.80000019073486,0,0,0.497703045606613
1,99,1950,200,1,10.2200002670288,0,0,0.495683968067169
1,99,1950,200,1,29.2900009155273,0,0,0.495683968067169
1,99,1954,200,1,58.9700012207031,0,0,0.48995241522789
1,99,1954,200,1,22.5,0,0,0.48995241522789
1,99,1956,200,1,6.55999994277954,0,0,0.385496407747269
1,99,1956,200,1,23.9799995422363,0,0,0.385496407747269
1,99,1958,100,1,78.129997253418,1,0,0.560377657413483
1,99,1958,100,1,73.0400009155273,1,0,0.560377657413483
1,99,1960,100,1,74.5400009155273,1,1,0.539753139019012
2,1,1948,200,1,14.8999996185303,0,0,0.375047594308853
2,1,1948,200,1,2.35999989509583,0,0,0.375047594308853
2,1,1950,200,1,10.2200002670288,0,0,0.459945410490036
2,1,1950,200,1,29.2900009155273,0,0,0.459945410490036
2,1,1954,200,1,32.7299995422363,0,0,0.479282200336456
2,1,1954,200,1,30.3500003814697,0,0,0.479282200336456
2,1,1956,200,1,21.5699996948242,0,0,0.499875038862228
2,1,1956,200,1,48.8300018310547,0,0,0.499875038862228
2,1,1958,100,1,68.0400009155273,1,0,0.520833909511566
2,1,1958,100,1,73.0400009155273,1,0,0.520833909511566
2,1,1960,200,1,9.63000011444092,0,1,0.462432742118835
2,1,1964,200,1,62.7099990844727,0,0,0.499467462301254
2,1,1964,200,1,47.2900009155273,0,0,0.499467462301254
2,1,1966,100,1,64.6399993896484,1,0,0.52695643901825
2,1,1966,100,1,71.8199996948242,1,0,0.52695643901825
2,1,1968,100,1,73.4000015258789,1,1,0.566230952739716
2,1,1968,100,1,76.3199996948242,1,1,0.566230952739716
2,1,1970,100,1,69.6399993896484,1,1,0.591618418693542
2,1,1970,100,1,88.3399963378906,1,1,0.591618418693542
2,1,1974,200,1,47.5900001525879,0,1,0.49819153547287
2,1,1974,200,1,67.6100006103516,0,1,0.49819153547287
2,1,1976,200,1,31.5200004577637,0,0,0.426234483718872
2,1,1976,200,1,58.8300018310547,0,0,0.426234483718872
2,1,1978,200,1,38,0,0,0.368046283721924
2,1,1978,200,1,26.8999996185303,0,0,0.368046283721924
2,1,1980,200,1,28.2199993133545,0,0,0.315148502588272
2,1,1980,200,1,29.7600002288818,0,0,0.315148502588272
2,1,1984,200,1,28.9599990844727,0,0,0.36479389667511
2,1,1984,200,1,44.0200004577637,0,0,0.36479389667511
2,2,1948,200,1,20.8700008392334,0,0,0.32821261882782
2,2,1948,200,1,20.0400009155273,0,0,0.32821261882782
2,2,1950,200,1,17.1599998474121,0,0,0.423262864351273
2,2,1950,200,1,16.9200000762939,0,0,0.423262864351273
2,2,1954,200,1,-18.3999996185303,0,0,0.460279881954193
2,2,1956,100,1,80.7300033569336,1,0,0.534409284591675
2,2,1958,100,1,63.6300010681152,1,1,0.613401472568512
2,2,1958,100,1,78.129997253418,1,1,0.613401472568512
2,2,1960,200,1,24.0499992370605,0,1,0.466454565525055
2,2,1964,100,1,86.379997253418,1,0,0.620041489601135
2,2,1964,100,1,73.620002746582,1,0,0.620041489601135
2,2,1966,100,1,86.5999984741211,1,1,0.567621111869812
2,2,1966,100,1,78.3199996948242,1,1,0.567621111869812
2,2,1968,100,1,102.209999084473,1,1,0.557058691978455
2,2,1968,100,1,89.6600036621094,1,1,0.557058691978455
2,2,1970,100,1,87.120002746582,1,1,0.642093181610107
2,2,1970,100,1,91.3099975585938,1,1,0.642093181610107
2,2,1974,200,1,57.9599990844727,0,0,0.286307096481323
2,2,1974,200,1,73.1699981689453,0,0,0.286307096481323
2,2,1976,200,1,38.0099983215332,0,0,0.203114256262779
2,2,1976,200,1,75.0599975585938,0,0,0.203114256262779
2,2,1978,200,1,29,0,0,0.445634484291077
2,2,1978,200,1,43.9000015258789,0,0,0.445634484291077
2,2,1980,200,1,49.0299987792969,0,0,0.214907839894295
2,2,1980,200,1,50.0200004577637,0,0,0.214907839894295
2,2,1984,200,1,48.9599990844727,0,0,0.229835718870163
2,2,1984,200,1,34.2000007629395,0,0,0.229835718870163
2,2,1986,200,1,50.7700004577637,0,0,0.226702839136124
2,2,1986,200,1,53.0999984741211,0,0,0.226702839136124
2,2,1988,200,1,32.810001373291,0,0,0.337903589010239
2,2,1988,200,1,25.1599998474121,0,0,0.337903589010239
2,2,1990,200,1,36.4099998474121,0,0,0.489714980125427
2,2,1990,200,1,44.0699996948242,0,0,0.489714980125427
2,3,1948,200,1,2.35999989509583,0,0,0.291095644235611
2,3,1948,200,1,-2.22000002861023,0,0,0.291095644235611
2,3,1950,200,1,3.28999996185303,0,0,0.371218830347061
2,3,1954,200,1,15.0200004577637,0,0,0.394633024930954
2,3,1954,200,1,2.04999995231628,0,0,0.394633024930954
2,3,1956,200,1,-0.5,0,0,0.393524706363678
2,3,1956,200,1,23.9799995422363,0,0,0.393524706363678
2,3,1958,200,1,3.35999989509583,0,0,0.440506041049957
2,3,1958,200,1,3.23000001907349,0,0,0.440506041049957
2,3,1960,200,1,2.42000007629395,0,0,0.359038323163986
3,1,1948,200,1,33.75,0,0,0.42821478843689
3,1,1948,200,1,49.1500015258789,0,0,0.42821478843689
3,1,1950,200,1,73.8300018310547,0,0,0.310932785272598
3,1,1950,200,1,57.060001373291,0,0,0.310932785272598
3,1,1954,200,1,44.6599998474121,0,0,0.444169133901596
3,1,1954,200,1,42.9599990844727,0,0,0.444169133901596
3,1,1956,200,1,61.25,0,0,0.36138066649437
3,1,1956,200,1,50.7099990844727,0,0,0.36138066649437
3,1,1958,200,1,38.5299987792969,0,0,0.444441646337509
3,1,1958,200,1,40.3199996948242,0,0,0.444441646337509
3,1,1960,200,1,38.4799995422363,0,0,0.312870532274246
3,1,1964,200,1,62.7099990844727,0,0,0
3,1,1964,200,1,52.2299995422363,0,0,0
3,1,1966,200,1,64.6399993896484,0,0,0
3,1,1966,200,1,59.75,0,0,0
3,1,1968,200,1,73.4000015258789,0,0,0
3,1,1968,200,1,70.5599975585938,0,0,0
3,1,1970,200,1,69.6399993896484,0,0,0
3,1,1970,200,1,80.4100036621094,0,0,0
3,1,1974,200,1,73.1699981689453,0,0,0.288603454828262
3,1,1974,200,1,68.3300018310547,0,0,0.288603454828262
3,1,1976,200,1,75.0599975585938,0,0,0.362229138612747
3,1,1976,200,1,63.9599990844727,0,0,0.362229138612747
3,1,1978,200,1,47.0900001525879,0,0,0
3,1,1978,200,1,88,0,0,0
3,1,1980,200,1,80.4000015258789,0,0,0.251144230365753
3,1,1980,200,1,59.439998626709,0,0,0.251144230365753
3,1,1986,200,1,83.6800003051758,0,0,0.221815958619118
3,1,1986,200,1,74.0299987792969,0,0,0.221815958619118
3,1,1988,200,1,70.9300003051758,0,0,0.172718107700348
3,1,1988,200,1,76.0199966430664,0,0,0.172718107700348
3,2,1948,100,1,71.4199981689453,1,0,0.548670828342438
3,2,1948,100,1,70.7799987792969,1,0,0.548670828342438
3,2,1950,100,1,73.8300018310547,1,1,0.546446204185486
3,2,1950,100,1,77,1,1,0.546446204185486
3,2,1954,100,1,58.9700012207031,1,1,0.596360564231873
3,2,1954,100,1,63.4099998474121,1,1,0.596360564231873
3,2,1956,100,1,73.6800003051758,1,1,0.612215578556061
3,2,1956,100,1,80.7300033569336,1,1,0.612215578556061
3,2,1958,100,1,58.7999992370605,1,1,1
3,2,1958,100,1,64.4199981689453,1,1,1
3,2,1960,100,1,74.5400009155273,1,1,1
3,2,1964,100,1,86.379997253418,1,1,1
3,2,1964,100,1,73.620002746582,1,1,1
3,2,1966,100,1,84.8199996948242,1,1,1
3,2,1966,100,1,78.6900024414062,1,1,1
3,2,1968,100,1,77.4599990844727,1,1,0.736461162567139
3,2,1968,100,1,83.0299987792969,1,1,0.736461162567139
3,2,1970,100,1,88.3399963378906,1,1,1
3,2,1970,100,1,75.4700012207031,1,1,1
3,2,1974,100,1,77.8099975585938,1,1,1
3,2,1974,100,1,83.8899993896484,1,1,1
3,2,1976,100,1,75.0599975585938,1,1,0.763807654380798
3,2,1976,100,1,63.9599990844727,1,1,0.763807654380798
3,2,1978,100,1,77,1,1,0.728356182575226
3,2,1978,100,1,68.3399963378906,1,1,0.728356182575226
3,2,1980,100,1,80.4000015258789,1,1,0.757364332675934
3,2,1980,100,1,85.4599990844727,1,1,0.757364332675934
3,2,1984,100,1,68.7200012207031,1,1,0.686973214149475
3,2,1984,100,1,76.1399993896484,1,1,0.686973214149475
3,2,1986,100,1,81.7799987792969,1,1,0.659396588802338
3,2,1986,100,1,73.4899978637695,1,1,0.659396588802338
3,2,1988,100,1,81.1100006103516,1,1,1
3,2,1988,100,1,80.4599990844727,1,1,1
3,2,1990,100,1,92.0599975585938,1,1,1
3,2,1990,100,1,85.3300018310547,1,1,1
3,3,1948,100,1,45.8300018310547,1,1,0.739459633827209
3,3,1948,100,1,66.2799987792969,1,1,0.739459633827209
3,3,1950,100,1,50.1199989318848,1,1,0.715259552001953
3,3,1950,100,1,48.2599983215332,1,1,0.715259552001953
3,3,1954,100,1,74.3099975585938,1,1,1
3,3,1954,100,1,42.9599990844727,1,1,1
3,3,1956,100,1,58.6500015258789,1,1,0.709424376487732
3,3,1956,100,1,73.6800003051758,1,1,0.709424376487732
3,3,1958,100,1,73.0400009155273,1,1,1
3,3,1958,100,1,68.0400009155273,1,1,1
3,3,1960,100,1,74.5400009155273,1,1,1
3,3,1964,100,1,76.5899963378906,1,1,1
3,3,1964,100,1,69.5100021362305,1,1,1
3,3,1966,100,1,78.3199996948242,1,1,0.710358381271362
3,3,1966,100,1,71.6699981689453,1,1,0.710358381271362
3,3,1968,100,1,57.1300010681152,1,1,0.661531150341034
3,3,1968,100,1,51.3800010681152,1,1,0.661531150341034
3,3,1970,100,1,105.580001831055,1,1,0.513520240783691
3,3,1970,100,1,102.220001220703,1,1,0.513520240783691
3,3,1974,100,1,89.0699996948242,1,1,0.563064455986023
3,3,1974,100,1,87.0899963378906,1,1,0.563064455986023
3,3,1976,100,1,91.3000030517578,1,1,1
3,3,1976,100,1,89.9100036621094,1,1,1
3,3,1978,100,1,73.6600036621094,1,1,0.752459049224854
3,3,1978,100,1,70,1,1,0.752459049224854
3,3,1980,100,1,90.6600036621094,1,1,0.723414897918701
3,3,1980,100,1,80.4000015258789,1,1,0.723414897918701
3,3,1984,100,1,83.5500030517578,1,1,0.674130201339722
3,3,1984,100,1,81.3899993896484,1,1,0.674130201339722
3,3,1986,100,1,78.5899963378906,1,1,1
3,3,1986,100,1,85.6600036621094,1,1,1
3,3,1988,100,1,69.9199981689453,1,1,1
3,3,1988,100,1,75.6999969482422,1,1,1
3,3,1990,100,1,80.1800003051758,1,1,1
3,3,1990,100,1,87,1,1,1
3,4,1948,100,1,71.4199981689453,1,1,0.591740190982819
3,4,1948,100,1,39.3899993896484,1,1,0.591740190982819
3,4,1950,100,1,54.8600006103516,1,1,0.572184503078461
3,4,1950,100,1,57.060001373291,1,1,0.572184503078461
3,4,1954,100,1,58.9700012207031,1,1,0.571317553520203
3,4,1954,100,1,32.7299995422363,1,1,0.571317553520203
3,4,1956,100,1,73.6800003051758,1,1,0.594315409660339
3,4,1956,100,1,72.7799987792969,1,1,0.594315409660339
3,4,1958,100,1,68.0400009155273,1,1,0.637880742549896
3,4,1958,100,1,73.0400009155273,1,1,0.637880742549896
3,4,1960,100,1,74.5400009155273,1,1,0.645264029502869
3,4,1964,100,1,76.5899963378906,1,1,0.717532098293304
3,4,1964,100,1,69.5100021362305,1,1,0.717532098293304
3,4,1966,100,1,78.3199996948242,1,1,1
3,4,1966,100,1,71.6699981689453,1,1,1
3,4,1968,100,1,70.5599975585938,1,1,0.609501719474792
3,4,1968,100,1,73.4000015258789,1,1,0.609501719474792
3,4,1970,100,1,64.5599975585938,1,1,0.543302476406097
3,4,1970,100,1,87.120002746582,1,1,0.543302476406097
3,4,1974,100,1,97.3000030517578,1,1,0.779029905796051
3,4,1974,100,1,109.809997558594,1,1,0.779029905796051
3,4,1976,100,1,128.850006103516,1,1,0.52074533700943
3,4,1976,100,1,112.940002441406,1,1,0.52074533700943
3,4,1978,100,1,100,1,1,1
3,4,1978,100,1,100.230003356934,1,1,1
3,4,1980,100,1,90.5299987792969,1,1,0.518980383872986
3,4,1980,100,1,106.269996643066,1,1,0.518980383872986
3,4,1984,100,1,102.360000610352,1,1,0.74199652671814
3,4,1984,100,1,98.370002746582,1,1,0.74199652671814
3,4,1986,100,1,93.879997253418,1,1,1
3,4,1986,100,1,93.4100036621094,1,1,1
3,4,1988,100,1,92.3000030517578,1,1,0.703131854534149
3,4,1988,100,1,89.9899978637695,1,1,0.703131854534149
3,4,1990,100,1,95.6500015258789,1,1,0.655346274375916
3,4,1990,100,1,102.169998168945,1,1,0.655346274375916
3,5,1948,200,1,-3.27999997138977,0,0,0
3,5,1948,200,1,26.0400009155273,0,0,0
3,5,1950,200,1,22.7000007629395,0,0,0.23875193297863
3,5,1950,200,1,37.1100006103516,0,0,0.23875193297863
3,5,1954,200,1,32.7299995422363,0,0,0
3,5,1954,200,1,58.9700012207031,0,0,0
3,5,1956,200,1,48.8300018310547,0,0,0.267181247472763
3,5,1956,200,1,36.5800018310547,0,0,0.267181247472763
3,5,1958,200,1,64.4199981689453,0,0,0.339817315340042
3,5,1958,200,1,40.3199996948242,0,0,0.339817315340042
3,5,1960,200,1,38.4799995422363,0,0,0.45486131310463
3,5,1964,200,1,52.9199981689453,0,0,0.34990182518959
3,5,1964,200,1,47.2900009155273,0,0,0.34990182518959
3,5,1966,200,1,66.25,0,0,0.251899480819702
3,5,1966,200,1,64.6399993896484,0,0,0.251899480819702
3,5,1968,200,1,70.5599975585938,0,0,0.395904362201691
3,5,1968,200,1,57.1300010681152,0,0,0.395904362201691
3,5,1970,200,1,80.4100036621094,0,0,0.367018967866898
3,5,1970,200,1,105.580001831055,0,0,0.367018967866898
3,5,1974,100,1,97.3000030517578,1,0,0.606395542621613
3,5,1974,100,1,94.2600021362305,1,0,0.606395542621613
3,5,1976,100,1,112.940002441406,1,1,0.673115432262421
3,5,1976,100,1,63.9599990844727,1,1,0.673115432262421
3,5,1978,100,1,94.9100036621094,1,1,0.649347066879272
3,5,1978,100,1,100,1,1,0.649347066879272
3,5,1980,100,1,95.870002746582,1,1,0.659694671630859
3,5,1980,100,1,95.5999984741211,1,1,0.659694671630859
3,5,1984,100,1,88.4899978637695,1,1,0.53355860710144
3,5,1984,100,1,91.870002746582,1,1,0.53355860710144
3,5,1986,100,1,89.5400009155273,1,1,1
3,5,1986,100,1,93.879997253418,1,1,1
3,6,1948,200,1,8.80000019073486,0,0,0
3,6,1954,200,1,30.3500003814697,0,0,0.288201212882996
3,6,1954,200,1,2.04999995231628,0,0,0.288201212882996
3,6,1956,200,1,-0.5,0,0,0
3,6,1956,200,1,23.9799995422363,0,0,0
3,6,1958,200,1,20.4899997711182,0,0,0
3,6,1958,200,1,12.6000003814697,0,0,0
3,6,1960,200,1,31.2700004577637,0,0,0.34071296453476
3,6,1964,200,1,12.7399997711182,0,0,0.353935420513153
3,6,1964,200,1,24.3500003814697,0,0,0.353935420513153
3,6,1966,200,1,27.7399997711182,0,0,0.342944890260696
3,6,1966,200,1,29.1200008392334,0,0,0.342944890260696
3,6,1974,100,1,99.4400024414062,1,1,1
3,6,1974,100,1,97.3000030517578,1,1,1
3,6,1976,100,1,76.9400024414062,1,1,0.570132791996002
3,6,1976,100,1,112.940002441406,1,1,0.570132791996002
3,6,1978,100,1,66.2200012207031,1,1,0.537616968154907
3,6,1978,100,1,92,1,1,0.537616968154907
3,6,1980,100,1,80.4000015258789,1,1,0.519108951091766
3,6,1980,100,1,85.4599990844727,1,1,0.519108951091766
3,6,1984,100,1,86.629997253418,1,1,0.726913034915924
3,6,1984,100,1,83.5500030517578,1,1,0.726913034915924
3,6,1986,100,1,70.1500015258789,1,1,1
3,6,1986,100,1,83.6800003051758,1,1,1
3,6,1988,100,1,92.3000030517578,1,1,0.697106659412384
3,6,1988,100,1,80.4599990844727,1,1,0.697106659412384
3,6,1990,100,1,87,1,1,0.650585532188416
3,6,1990,100,1,80.1800003051758,1,1,0.650585532188416
3,7,1948,100,1,71.4199981689453,1,1,0.792069256305695
3,7,1950,100,1,60.6300010681152,1,1,0.790747344493866
3,7,1950,100,1,70.0699996948242,1,1,0.790747344493866
